,pgnfile,result
1053,11054.pgn,0.0
1054,11055.pgn,-1.0
1055,11056.pgn,0.0
1056,11057.pgn,1.0
1057,11058.pgn,0.0
1058,11059.pgn,0.0
1059,11060.pgn,0.0
1060,11061.pgn,0.0
1061,11062.pgn,1.0
1062,11063.pgn,-1.0
1063,11064.pgn,0.0
1064,11065.pgn,-1.0
1065,11066.pgn,1.0
1066,11067.pgn,0.0
1067,11068.pgn,0.0
1068,11069.pgn,1.0
1069,11070.pgn,1.0
1070,11071.pgn,0.0
1071,11072.pgn,0.0
1072,11073.pgn,0.0
1073,11074.pgn,1.0
1074,11075.pgn,0.0
1075,11076.pgn,1.0
1076,11077.pgn,1.0
1077,11078.pgn,1.0
1078,11079.pgn,0.0
1079,11080.pgn,0.0
1080,11081.pgn,0.0
1081,11082.pgn,0.0
1082,11083.pgn,0.0
1083,11084.pgn,0.0
1084,11085.pgn,0.0
1085,11086.pgn,0.0
1086,11087.pgn,0.0
1087,11088.pgn,0.0
1088,11089.pgn,0.0
1089,11090.pgn,0.0
1090,11091.pgn,0.0
1091,11092.pgn,0.0
1092,11093.pgn,-1.0
1093,11094.pgn,1.0
1094,11095.pgn,-1.0
1095,11096.pgn,1.0
1096,11097.pgn,-1.0
1097,11098.pgn,1.0
1098,11099.pgn,0.0
1099,11100.pgn,0.0
1100,11101.pgn,0.0
1101,11102.pgn,1.0
1102,11103.pgn,1.0
1103,11104.pgn,1.0
1104,11105.pgn,1.0
1105,11106.pgn,-1.0
1106,11107.pgn,1.0
1107,11108.pgn,1.0
1108,11109.pgn,1.0
1109,11110.pgn,1.0
1110,11111.pgn,1.0
1111,11112.pgn,0.0
1112,11113.pgn,-1.0
1113,11114.pgn,1.0
1114,11115.pgn,1.0
1115,11116.pgn,1.0
1116,11117.pgn,-1.0
1117,11118.pgn,1.0
1118,11119.pgn,0.0
1119,11120.pgn,-1.0
1120,11121.pgn,1.0
1121,11122.pgn,1.0
1122,11123.pgn,1.0
1123,11124.pgn,1.0
1124,11125.pgn,-1.0
1125,11126.pgn,-1.0
1126,11127.pgn,1.0
1127,11128.pgn,1.0
1128,11129.pgn,-1.0
1129,11130.pgn,1.0
1130,11131.pgn,1.0
1131,11132.pgn,-1.0
1132,11133.pgn,-1.0
1133,11134.pgn,0.0
1134,11135.pgn,0.0
1135,11136.pgn,1.0
1136,11137.pgn,-1.0
1137,11138.pgn,0.0
1138,11139.pgn,1.0
1139,11140.pgn,1.0
1140,11141.pgn,1.0
1141,11142.pgn,1.0
1142,11143.pgn,1.0
1143,11144.pgn,-1.0
1144,11145.pgn,0.0
1145,11146.pgn,1.0
1146,11147.pgn,0.0
1147,11148.pgn,1.0
1148,11149.pgn,0.0
1149,11150.pgn,0.0
1150,11151.pgn,0.0
1151,11152.pgn,0.0
1152,11153.pgn,-1.0
1153,11154.pgn,1.0
1154,11155.pgn,0.0
1155,11156.pgn,0.0
1156,11157.pgn,0.0
1157,11158.pgn,0.0
1158,11159.pgn,0.0
1159,11160.pgn,0.0
1160,11161.pgn,0.0
1161,11162.pgn,0.0
1162,11163.pgn,0.0
1163,11164.pgn,0.0
1164,11165.pgn,0.0
1165,11166.pgn,0.0
1166,11167.pgn,0.0
1167,11168.pgn,1.0
1168,11169.pgn,1.0
1169,11170.pgn,1.0
1170,11171.pgn,-1.0
1171,11172.pgn,1.0
1172,11173.pgn,-1.0
1173,11174.pgn,0.0
1174,11175.pgn,-1.0
1175,11176.pgn,-1.0
1176,11177.pgn,-1.0
1177,11178.pgn,0.0
1178,11179.pgn,0.0
1179,11180.pgn,-1.0
1180,11181.pgn,-1.0
1181,11182.pgn,0.0
1182,11183.pgn,0.0
1183,11184.pgn,1.0
1184,11185.pgn,1.0
1185,11186.pgn,1.0
1186,11187.pgn,1.0
1187,11188.pgn,0.0
1188,11189.pgn,1.0
1189,11190.pgn,-1.0
1190,11191.pgn,0.0
1191,11192.pgn,0.0
1192,11193.pgn,0.0
1193,11194.pgn,-1.0
1194,11195.pgn,0.0
1195,11196.pgn,0.0
1196,11197.pgn,1.0
1197,11198.pgn,0.0
1198,11199.pgn,1.0
1199,11200.pgn,-1.0
1200,11201.pgn,1.0
1201,11202.pgn,0.0
1202,11203.pgn,0.0
1203,11204.pgn,0.0
1204,11205.pgn,1.0
1205,11206.pgn,0.0
1206,11207.pgn,0.0
1207,11208.pgn,0.0
1208,11209.pgn,0.0
1209,11210.pgn,0.0
1210,11211.pgn,0.0
1211,11212.pgn,-1.0
1212,11213.pgn,1.0
1213,11214.pgn,0.0
1214,11215.pgn,0.0
1215,11216.pgn,0.0
1216,11217.pgn,0.0
1217,11218.pgn,0.0
1218,11219.pgn,-1.0
1219,11220.pgn,0.0
1220,11221.pgn,1.0
1221,11222.pgn,0.0
1222,11223.pgn,1.0
1223,11224.pgn,0.0
1224,11225.pgn,1.0
1225,11226.pgn,1.0
1226,11227.pgn,0.0
1227,11228.pgn,0.0
1228,11229.pgn,0.0
1229,11230.pgn,1.0
1230,11231.pgn,1.0
1231,11232.pgn,0.0
1232,11233.pgn,-1.0
1233,11234.pgn,1.0
1234,11235.pgn,0.0
1235,11236.pgn,1.0
1236,11237.pgn,1.0
1237,11238.pgn,0.0
1238,11239.pgn,0.0
1239,11240.pgn,0.0
1240,11241.pgn,-1.0
1241,11242.pgn,0.0
1242,11243.pgn,0.0
1243,11244.pgn,0.0
1244,11245.pgn,0.0
1245,11246.pgn,0.0
1246,11247.pgn,0.0
1247,11248.pgn,0.0
1248,11249.pgn,0.0
1249,11250.pgn,0.0
1250,11251.pgn,0.0
1251,11252.pgn,0.0
1252,11253.pgn,0.0
1253,11254.pgn,0.0
1254,11255.pgn,-1.0
1255,11256.pgn,1.0
1256,11257.pgn,1.0
1257,11258.pgn,0.0
1258,11259.pgn,0.0
1259,11260.pgn,0.0
1260,11261.pgn,0.0
1261,11262.pgn,-1.0
1262,11263.pgn,1.0
1263,11264.pgn,1.0
1264,11265.pgn,1.0
1265,11266.pgn,1.0
1266,11267.pgn,1.0
1267,11268.pgn,-1.0
1268,11269.pgn,1.0
1269,11270.pgn,-1.0
1270,11271.pgn,-1.0
1271,11272.pgn,1.0
1272,11273.pgn,1.0
1273,11274.pgn,0.0
1274,11275.pgn,-1.0
1275,11276.pgn,-1.0
1276,11277.pgn,1.0
1277,11278.pgn,-1.0
1278,11279.pgn,-1.0
1279,11280.pgn,1.0
1280,11281.pgn,1.0
1281,11282.pgn,0.0
1282,11283.pgn,-1.0
1283,11284.pgn,1.0
1284,11285.pgn,0.0
1285,11286.pgn,0.0
1286,11287.pgn,1.0
1287,11288.pgn,0.0
1288,11289.pgn,0.0
1289,11290.pgn,0.0
1290,11291.pgn,0.0
1291,11292.pgn,0.0
1292,11293.pgn,0.0
1293,11294.pgn,0.0
1294,11295.pgn,0.0
1295,11296.pgn,1.0
1296,11297.pgn,0.0
1297,11298.pgn,0.0
1298,11299.pgn,1.0
1299,11300.pgn,-1.0
1300,11301.pgn,1.0
1301,11302.pgn,0.0
1302,11303.pgn,-1.0
1303,11304.pgn,0.0
1304,11305.pgn,1.0
1305,11306.pgn,0.0
1306,11307.pgn,0.0
1307,11308.pgn,0.0
1308,11309.pgn,1.0
1309,11310.pgn,1.0
1310,11311.pgn,1.0
1311,11312.pgn,-1.0
1312,11313.pgn,1.0
1313,11314.pgn,0.0
1314,11315.pgn,1.0
1315,11316.pgn,-1.0
1316,11317.pgn,0.0
1317,11318.pgn,1.0
1318,11319.pgn,0.0
1319,11320.pgn,0.0
1320,11321.pgn,1.0
1321,11322.pgn,-1.0
1322,11323.pgn,0.0
1323,11324.pgn,-1.0
1324,11325.pgn,-1.0
1325,11326.pgn,1.0
1326,11327.pgn,-1.0
1327,11328.pgn,0.0
1328,11329.pgn,0.0
1329,11330.pgn,1.0
1330,11331.pgn,0.0
1331,11332.pgn,1.0
1332,11333.pgn,0.0
1333,11334.pgn,0.0
1334,11335.pgn,-1.0
1335,11336.pgn,1.0
1336,11337.pgn,0.0
1337,11338.pgn,-1.0
1338,11339.pgn,-1.0
1339,11340.pgn,1.0
1340,11341.pgn,0.0
1341,11342.pgn,0.0
1342,11343.pgn,-1.0
1343,11344.pgn,0.0
1344,11345.pgn,0.0
1345,11346.pgn,0.0
1346,11347.pgn,0.0
1347,11348.pgn,0.0
1348,11349.pgn,1.0
1349,11350.pgn,-1.0
1350,11351.pgn,-1.0
1351,11352.pgn,0.0
1352,11353.pgn,1.0
1353,11354.pgn,0.0
1354,11355.pgn,0.0
1355,11356.pgn,1.0
1356,11357.pgn,1.0
1357,11358.pgn,0.0
1358,11359.pgn,1.0
1359,11360.pgn,0.0
1360,11361.pgn,1.0
1361,11362.pgn,0.0
1362,11363.pgn,0.0
1363,11364.pgn,0.0
1364,11365.pgn,0.0
1365,11366.pgn,0.0
1366,11367.pgn,0.0
1367,11368.pgn,1.0
1368,11369.pgn,0.0
1369,11370.pgn,0.0
1370,11371.pgn,-1.0
1371,11372.pgn,1.0
1372,11373.pgn,0.0
1373,11374.pgn,1.0
1374,11375.pgn,-1.0
1375,11376.pgn,1.0
1376,11377.pgn,0.0
1377,11378.pgn,0.0
1378,11379.pgn,1.0
1379,11380.pgn,0.0
1380,11381.pgn,0.0
1381,11382.pgn,1.0
1382,11383.pgn,0.0
1383,11384.pgn,0.0
1384,11385.pgn,1.0
1385,11386.pgn,0.0
1386,11387.pgn,0.0
1387,11388.pgn,0.0
1388,11389.pgn,-1.0
1389,11390.pgn,1.0
1390,11391.pgn,1.0
1391,11392.pgn,0.0
1392,11393.pgn,0.0
1393,11394.pgn,0.0
1394,11395.pgn,1.0
1395,11396.pgn,1.0
1396,11397.pgn,1.0
1397,11398.pgn,1.0
1398,11399.pgn,1.0
1399,11400.pgn,0.0
1400,11401.pgn,1.0
1401,11402.pgn,0.0
1402,11403.pgn,1.0
1403,11404.pgn,0.0
1404,11405.pgn,0.0
1405,11406.pgn,0.0
1406,11407.pgn,-1.0
1407,11408.pgn,1.0
1408,11409.pgn,1.0
1409,11410.pgn,0.0
1410,11411.pgn,0.0
1411,11412.pgn,0.0
1412,11413.pgn,0.0
1413,11414.pgn,0.0
1414,11415.pgn,-1.0
1415,11416.pgn,0.0
1416,11417.pgn,1.0
1417,11418.pgn,-1.0
1418,11419.pgn,1.0
1419,11420.pgn,-1.0
1420,11421.pgn,-1.0
1421,11422.pgn,0.0
1422,11423.pgn,-1.0
1423,11424.pgn,1.0
1424,11425.pgn,0.0
1425,11426.pgn,1.0
1426,11427.pgn,-1.0
1427,11428.pgn,1.0
1428,11429.pgn,1.0
1429,11430.pgn,0.0
1430,11431.pgn,-1.0
1431,11432.pgn,0.0
1432,11433.pgn,0.0
1433,11434.pgn,0.0
1434,11435.pgn,1.0
1435,11436.pgn,0.0
1436,11437.pgn,1.0
1437,11438.pgn,0.0
1438,11439.pgn,1.0
1439,11440.pgn,0.0
1440,11441.pgn,0.0
1441,11442.pgn,1.0
1442,11443.pgn,0.0
1443,11444.pgn,-1.0
1444,11445.pgn,-1.0
1445,11446.pgn,1.0
1446,11447.pgn,0.0
1447,11448.pgn,1.0
1448,11449.pgn,1.0
1449,11450.pgn,-1.0
1450,11451.pgn,1.0
1451,11452.pgn,-1.0
1452,11453.pgn,1.0
1453,11454.pgn,1.0
1454,11455.pgn,-1.0
1455,11456.pgn,-1.0
1456,11457.pgn,1.0
1457,11458.pgn,1.0
1458,11459.pgn,-1.0
1459,11460.pgn,-1.0
1460,11461.pgn,1.0
1461,11462.pgn,1.0
1462,11463.pgn,-1.0
1463,11464.pgn,-1.0
1464,11465.pgn,-1.0
1465,11466.pgn,1.0
1466,11467.pgn,1.0
1467,11468.pgn,1.0
1468,11469.pgn,0.0
1469,11470.pgn,1.0
1470,11471.pgn,-1.0
1471,11472.pgn,0.0
1472,11473.pgn,0.0
1473,11474.pgn,0.0
1474,11475.pgn,1.0
1475,11476.pgn,0.0
1476,11477.pgn,1.0
1477,11478.pgn,0.0
1478,11479.pgn,1.0
1479,11480.pgn,1.0
1480,11481.pgn,0.0
1481,11482.pgn,-1.0
1482,11483.pgn,0.0
1483,11484.pgn,0.0
1484,11485.pgn,0.0
1485,11486.pgn,0.0
1486,11487.pgn,0.0
1487,11488.pgn,0.0
1488,11489.pgn,0.0
1489,11490.pgn,0.0
1490,11491.pgn,0.0
1491,11492.pgn,0.0
1492,11493.pgn,0.0
1493,11494.pgn,0.0
1494,11495.pgn,0.0
1495,11496.pgn,0.0
1496,11497.pgn,0.0
1497,11498.pgn,-1.0
1498,11499.pgn,1.0
1499,11500.pgn,0.0
1500,11501.pgn,-1.0
1501,11502.pgn,1.0
1502,11503.pgn,0.0
1503,11504.pgn,0.0
1504,11505.pgn,0.0
1505,11506.pgn,0.0
1506,11507.pgn,1.0
1507,11508.pgn,-1.0
1508,11509.pgn,0.0
1509,11510.pgn,-1.0
1510,11511.pgn,1.0
1511,11512.pgn,0.0
1512,11513.pgn,0.0
1513,11514.pgn,0.0
1514,11515.pgn,1.0
1515,11516.pgn,0.0
1516,11517.pgn,-1.0
1517,11518.pgn,1.0
1518,11519.pgn,0.0
1519,11520.pgn,1.0
1520,11521.pgn,1.0
1521,11522.pgn,0.0
1522,11523.pgn,0.0
1523,11524.pgn,-1.0
1524,11525.pgn,0.0
1525,11526.pgn,0.0
1526,11527.pgn,0.0
1527,11528.pgn,0.0
1528,11529.pgn,1.0
1529,11530.pgn,0.0
1530,11531.pgn,-1.0
1531,11532.pgn,0.0
1532,11533.pgn,0.0
1533,11534.pgn,1.0
1534,11535.pgn,1.0
1535,11536.pgn,1.0
1536,11537.pgn,1.0
1537,11538.pgn,0.0
1538,11539.pgn,0.0
1539,11540.pgn,0.0
1540,11541.pgn,0.0
1541,11542.pgn,-1.0
1542,11543.pgn,1.0
1543,11544.pgn,1.0
1544,11545.pgn,1.0
1545,11546.pgn,0.0
1546,11547.pgn,1.0
1547,11548.pgn,1.0
1548,11549.pgn,0.0
1549,11550.pgn,0.0
1550,11551.pgn,0.0
1551,11552.pgn,0.0
1552,11553.pgn,0.0
1553,11554.pgn,0.0
1554,11555.pgn,0.0
1555,11556.pgn,0.0
1556,11557.pgn,0.0
1557,11558.pgn,-1.0
1558,11559.pgn,-1.0
1559,11560.pgn,1.0
1560,11561.pgn,-1.0
1561,11562.pgn,1.0
1562,11563.pgn,1.0
1563,11564.pgn,0.0
1564,11565.pgn,1.0
1565,11566.pgn,-1.0
1566,11567.pgn,1.0
1567,11568.pgn,0.0
1568,11569.pgn,-1.0
1569,11570.pgn,1.0
1570,11571.pgn,1.0
1571,11572.pgn,1.0
1572,11573.pgn,1.0
1573,11574.pgn,1.0
1574,11575.pgn,-1.0
1575,11576.pgn,-1.0
1576,11577.pgn,-1.0
1577,11578.pgn,-1.0
1578,11579.pgn,1.0
1579,11580.pgn,-1.0
1580,11581.pgn,-1.0
1581,11582.pgn,-1.0
1582,11583.pgn,1.0
1583,11584.pgn,1.0
1584,11585.pgn,-1.0
1585,11586.pgn,0.0
1586,11587.pgn,-1.0
1587,11588.pgn,0.0
1588,11589.pgn,1.0
1589,11590.pgn,-1.0
1590,11591.pgn,1.0
1591,11592.pgn,-1.0
1592,11593.pgn,0.0
1593,11594.pgn,0.0
1594,11595.pgn,0.0
1595,11596.pgn,0.0
1596,11597.pgn,0.0
1597,11598.pgn,0.0
1598,11599.pgn,0.0
1599,11600.pgn,0.0
1600,11601.pgn,1.0
1601,11602.pgn,1.0
1602,11603.pgn,1.0
1603,11604.pgn,-1.0
1604,11605.pgn,-1.0
1605,11606.pgn,-1.0
1606,11607.pgn,0.0
1607,11608.pgn,-1.0
1608,11609.pgn,1.0
1609,11610.pgn,1.0
1610,11611.pgn,1.0
1611,11612.pgn,0.0
1612,11613.pgn,1.0
1613,11614.pgn,-1.0
1614,11615.pgn,1.0
1615,11616.pgn,0.0
1616,11617.pgn,0.0
1617,11618.pgn,0.0
1618,11619.pgn,-1.0
1619,11620.pgn,-1.0
1620,11621.pgn,1.0
1621,11622.pgn,1.0
1622,11623.pgn,1.0
1623,11624.pgn,-1.0
1624,11625.pgn,-1.0
1625,11626.pgn,1.0
1626,11627.pgn,1.0
1627,11628.pgn,0.0
1628,11629.pgn,1.0
1629,11630.pgn,1.0
1630,11631.pgn,0.0
1631,11632.pgn,1.0
1632,11633.pgn,0.0
1633,11634.pgn,1.0
1634,11635.pgn,-1.0
1635,11636.pgn,-1.0
1636,11637.pgn,1.0
1637,11638.pgn,1.0
1638,11639.pgn,1.0
1639,11640.pgn,-1.0
1640,11641.pgn,-1.0
1641,11642.pgn,1.0
1642,11643.pgn,-1.0
1643,11644.pgn,1.0
1644,11645.pgn,1.0
1645,11646.pgn,1.0
1646,11647.pgn,1.0
1647,11648.pgn,1.0
1648,11649.pgn,1.0
1649,11650.pgn,1.0
1650,11651.pgn,1.0
1651,11652.pgn,1.0
1652,11653.pgn,-1.0
1653,11654.pgn,-1.0
1654,11655.pgn,-1.0
1655,11656.pgn,-1.0
1656,11657.pgn,0.0
1657,11658.pgn,-1.0
1658,11659.pgn,1.0
1659,11660.pgn,1.0
1660,11661.pgn,0.0
1661,11662.pgn,-1.0
1662,11663.pgn,0.0
1663,11664.pgn,1.0
1664,11665.pgn,0.0
1665,11666.pgn,0.0
1666,11667.pgn,-1.0
1667,11668.pgn,0.0
1668,11669.pgn,1.0
1669,11670.pgn,1.0
1670,11671.pgn,0.0
1671,11672.pgn,1.0
1672,11673.pgn,1.0
1673,11674.pgn,1.0
1674,11675.pgn,-1.0
1675,11676.pgn,0.0
1676,11677.pgn,1.0
1677,11678.pgn,1.0
1678,11679.pgn,1.0
1679,11680.pgn,1.0
1680,11681.pgn,1.0
1681,11682.pgn,1.0
1682,11683.pgn,1.0
1683,11684.pgn,0.0
1684,11685.pgn,1.0
1685,11686.pgn,-1.0
1686,11687.pgn,1.0
1687,11688.pgn,-1.0
1688,11689.pgn,-1.0
1689,11690.pgn,1.0
1690,11691.pgn,1.0
1691,11692.pgn,-1.0
1692,11693.pgn,-1.0
1693,11694.pgn,-1.0
1694,11695.pgn,1.0
1695,11696.pgn,0.0
1696,11697.pgn,-1.0
1697,11698.pgn,0.0
1698,11699.pgn,-1.0
1699,11700.pgn,-1.0
1700,11701.pgn,-1.0
1701,11702.pgn,1.0
1702,11703.pgn,-1.0
1703,11704.pgn,1.0
1704,11705.pgn,1.0
1705,11706.pgn,-1.0
1706,11707.pgn,1.0
1707,11708.pgn,-1.0
1708,11709.pgn,-1.0
1709,11710.pgn,1.0
1710,11711.pgn,1.0
1711,11712.pgn,-1.0
1712,11713.pgn,1.0
1713,11714.pgn,1.0
1714,11715.pgn,-1.0
1715,11716.pgn,1.0
1716,11717.pgn,-1.0
1717,11718.pgn,-1.0
1718,11719.pgn,1.0
1719,11720.pgn,0.0
1720,11721.pgn,1.0
1721,11722.pgn,1.0
1722,11723.pgn,1.0
1723,11724.pgn,1.0
1724,11725.pgn,0.0
1725,11726.pgn,1.0
1726,11727.pgn,0.0
1727,11728.pgn,-1.0
1728,11729.pgn,-1.0
1729,11730.pgn,0.0
1730,11731.pgn,1.0
1731,11732.pgn,-1.0
1732,11733.pgn,-1.0
1733,11734.pgn,-1.0
1734,11735.pgn,1.0
1735,11736.pgn,1.0
1736,11737.pgn,1.0
1737,11738.pgn,-1.0
1738,11739.pgn,-1.0
1739,11740.pgn,1.0
1740,11741.pgn,1.0
1741,11742.pgn,1.0
1742,11743.pgn,0.0
1743,11744.pgn,-1.0
1744,11745.pgn,1.0
1745,11746.pgn,1.0
1746,11747.pgn,1.0
1747,11748.pgn,1.0
1748,11749.pgn,1.0
1749,11750.pgn,0.0
1750,11751.pgn,1.0
1751,11752.pgn,-1.0
1752,11753.pgn,1.0
1753,11754.pgn,-1.0
1754,11755.pgn,1.0
1755,11756.pgn,-1.0
1756,11757.pgn,1.0
1757,11758.pgn,0.0
1758,11759.pgn,1.0
1759,11760.pgn,-1.0
1760,11761.pgn,1.0
1761,11762.pgn,1.0
1762,11763.pgn,1.0
1763,11764.pgn,-1.0
1764,11765.pgn,0.0
1765,11766.pgn,-1.0
1766,11767.pgn,-1.0
1767,11768.pgn,-1.0
1768,11769.pgn,-1.0
1769,11770.pgn,-1.0
1770,11771.pgn,-1.0
1771,11772.pgn,-1.0
1772,11773.pgn,1.0
1773,11774.pgn,1.0
1774,11775.pgn,-1.0
1775,11776.pgn,-1.0
1776,11777.pgn,0.0
1777,11778.pgn,1.0
1778,11779.pgn,1.0
1779,11780.pgn,-1.0
1780,11781.pgn,0.0
1781,11782.pgn,0.0
1782,11783.pgn,1.0
1783,11784.pgn,0.0
1784,11785.pgn,-1.0
1785,11786.pgn,-1.0
1786,11787.pgn,-1.0
1787,11788.pgn,0.0
1788,11789.pgn,1.0
1789,11790.pgn,1.0
1790,11791.pgn,-1.0
1791,11792.pgn,-1.0
1792,11793.pgn,0.0
1793,11794.pgn,1.0
1794,11795.pgn,-1.0
1795,11796.pgn,-1.0
1796,11797.pgn,0.0
1797,11798.pgn,-1.0
1798,11799.pgn,0.0
1799,11800.pgn,1.0
1800,11801.pgn,1.0
1801,11802.pgn,1.0
1802,11803.pgn,-1.0
1803,11804.pgn,-1.0
1804,11805.pgn,1.0
1805,11806.pgn,-1.0
1806,11807.pgn,1.0
1807,11808.pgn,1.0
1808,11809.pgn,0.0
1809,11810.pgn,-1.0
1810,11811.pgn,1.0
1811,11812.pgn,1.0
1812,11813.pgn,-1.0
1813,11814.pgn,1.0
1814,11815.pgn,1.0
1815,11816.pgn,1.0
1816,11817.pgn,1.0
1817,11818.pgn,1.0
1818,11819.pgn,1.0
1819,11820.pgn,0.0
1820,11821.pgn,1.0
1821,11822.pgn,0.0
1822,11823.pgn,0.0
1823,11824.pgn,0.0
1824,11825.pgn,-1.0
1825,11826.pgn,-1.0
1826,11827.pgn,1.0
1827,11828.pgn,0.0
1828,11829.pgn,1.0
1829,11830.pgn,1.0
1830,11831.pgn,0.0
1831,11832.pgn,-1.0
1832,11833.pgn,0.0
1833,11834.pgn,0.0
1834,11835.pgn,-1.0
1835,11836.pgn,1.0
1836,11837.pgn,-1.0
1837,11838.pgn,1.0
1838,11839.pgn,1.0
1839,11840.pgn,1.0
1840,11841.pgn,0.0
1841,11842.pgn,0.0
1842,11843.pgn,1.0
1843,11844.pgn,-1.0
1844,11845.pgn,0.0
1845,11846.pgn,1.0
1846,11847.pgn,0.0
1847,11848.pgn,1.0
1848,11849.pgn,1.0
1849,11850.pgn,1.0
1850,11851.pgn,1.0
1851,11852.pgn,0.0
1852,11853.pgn,0.0
1853,11854.pgn,1.0
1854,11855.pgn,-1.0
1855,11856.pgn,0.0
1856,11857.pgn,1.0
1857,11858.pgn,0.0
1858,11859.pgn,1.0
1859,11860.pgn,-1.0
1860,11861.pgn,1.0
1861,11862.pgn,0.0
1862,11863.pgn,0.0
1863,11864.pgn,0.0
1864,11865.pgn,0.0
1865,11866.pgn,0.0
1866,11867.pgn,0.0
1867,11868.pgn,0.0
1868,11869.pgn,0.0
1869,11870.pgn,0.0
1870,11871.pgn,0.0
1871,11872.pgn,0.0
1872,11873.pgn,0.0
1873,11874.pgn,0.0
1874,11875.pgn,0.0
1875,11876.pgn,0.0
1876,11877.pgn,0.0
1877,11878.pgn,0.0
1878,11879.pgn,0.0
1879,11880.pgn,0.0
1880,11881.pgn,0.0
1881,11882.pgn,0.0
1882,11883.pgn,0.0
1883,11884.pgn,0.0
1884,11885.pgn,0.0
1885,11886.pgn,1.0
1886,11887.pgn,0.0
1887,11888.pgn,1.0
1888,11889.pgn,0.0
1889,11890.pgn,0.0
1890,11891.pgn,0.0
1891,11892.pgn,1.0
1892,11893.pgn,1.0
1893,11894.pgn,-1.0
1894,11895.pgn,-1.0
1895,11896.pgn,0.0
1896,11897.pgn,0.0
1897,11898.pgn,-1.0
1898,11899.pgn,0.0
1899,11900.pgn,0.0
1900,11901.pgn,1.0
1901,11902.pgn,0.0
1902,11903.pgn,0.0
1903,11904.pgn,0.0
1904,11905.pgn,0.0
1905,11906.pgn,0.0
1906,11907.pgn,0.0
1907,11908.pgn,0.0
1908,11909.pgn,0.0
1909,11910.pgn,0.0
1910,11911.pgn,0.0
1911,11912.pgn,0.0
1912,11913.pgn,1.0
1913,11914.pgn,0.0
1914,11915.pgn,0.0
1915,11916.pgn,1.0
1916,11917.pgn,0.0
1917,11918.pgn,1.0
1918,11919.pgn,0.0
1919,11920.pgn,1.0
1920,11921.pgn,-1.0
1921,11922.pgn,1.0
1922,11923.pgn,1.0
1923,11924.pgn,0.0
1924,11925.pgn,0.0
1925,11926.pgn,1.0
1926,11927.pgn,1.0
1927,11928.pgn,0.0
1928,11929.pgn,0.0
1929,11930.pgn,0.0
1930,11931.pgn,0.0
1931,11932.pgn,0.0
1932,11933.pgn,0.0
1933,11934.pgn,0.0
1934,11935.pgn,0.0
1935,11936.pgn,1.0
1936,11937.pgn,1.0
1937,11938.pgn,1.0
1938,11939.pgn,1.0
1939,11940.pgn,-1.0
1940,11941.pgn,-1.0
1941,11942.pgn,-1.0
1942,11943.pgn,-1.0
1943,11944.pgn,1.0
1944,11945.pgn,1.0
1945,11946.pgn,0.0
1946,11947.pgn,0.0
1947,11948.pgn,0.0
1948,11949.pgn,0.0
1949,11950.pgn,0.0
1950,11951.pgn,0.0
1951,11952.pgn,0.0
1952,11953.pgn,-1.0
1953,11954.pgn,-1.0
1954,11955.pgn,0.0
1955,11956.pgn,-1.0
1956,11957.pgn,1.0
1957,11958.pgn,0.0
1958,11959.pgn,1.0
1959,11960.pgn,-1.0
1960,11961.pgn,-1.0
1961,11962.pgn,-1.0
1962,11963.pgn,1.0
1963,11964.pgn,-1.0
1964,11965.pgn,-1.0
1965,11966.pgn,-1.0
1966,11967.pgn,-1.0
1967,11968.pgn,-1.0
1968,11969.pgn,1.0
1969,11970.pgn,1.0
1970,11971.pgn,1.0
1971,11972.pgn,1.0
1972,11973.pgn,1.0
1973,11974.pgn,-1.0
1974,11975.pgn,1.0
1975,11976.pgn,-1.0
1976,11977.pgn,1.0
1977,11978.pgn,-1.0
1978,11979.pgn,1.0
1979,11980.pgn,0.0
1980,11981.pgn,1.0
1981,11982.pgn,0.0
1982,11983.pgn,0.0
1983,11984.pgn,1.0
1984,11985.pgn,0.0
1985,11986.pgn,0.0
1986,11987.pgn,0.0
1987,11988.pgn,0.0
1988,11989.pgn,0.0
1989,11990.pgn,0.0
1990,11991.pgn,0.0
1991,11992.pgn,0.0
1992,11993.pgn,0.0
1993,11994.pgn,0.0
1994,11995.pgn,1.0
1995,11996.pgn,1.0
1996,11997.pgn,1.0
1997,11998.pgn,0.0
1998,11999.pgn,0.0
1999,12000.pgn,0.0
2000,12001.pgn,1.0
2001,12002.pgn,0.0
2002,12003.pgn,0.0
2003,12004.pgn,0.0
2004,12005.pgn,0.0
2005,12006.pgn,1.0
2006,12007.pgn,0.0
2007,12008.pgn,0.0
2008,12009.pgn,-1.0
2009,12010.pgn,1.0
2010,12011.pgn,0.0
2011,12012.pgn,1.0
2012,12013.pgn,-1.0
2013,12014.pgn,0.0
2014,12015.pgn,-1.0
2015,12016.pgn,-1.0
2016,12017.pgn,0.0
2017,12018.pgn,0.0
2018,12019.pgn,0.0
2019,12020.pgn,0.0
2020,12021.pgn,0.0
2021,12022.pgn,-1.0
2022,12023.pgn,0.0
2023,12024.pgn,0.0
2024,12025.pgn,0.0
2025,12026.pgn,1.0
2026,12027.pgn,1.0
2027,12028.pgn,-1.0
2028,12029.pgn,0.0
2029,12030.pgn,0.0
2030,12031.pgn,0.0
2031,12032.pgn,0.0
2032,12033.pgn,0.0
2033,12034.pgn,1.0
2034,12035.pgn,0.0
2035,12036.pgn,0.0
